Gen: 0 | Net_R: -0.72 | Avg_R: -0.72 | Kid_avg_R: -0.893 | Gen_T: 16.74488067626953
Gen: 203 | Net_R: 0.0 | Avg_R: -0.14753978738530868 | Kid_avg_R: -0.43900000000000006 | Gen_T: 17.38125443458557
Gen: 204 | Net_R: -0.1 | Avg_R: -0.1427858086467778 | Kid_avg_R: -0.409 | Gen_T: 17.077821493148804
Gen: 205 | Net_R: -0.02 | Avg_R: -0.13050722778210003 | Kid_avg_R: -0.44200000000000017 | Gen_T: 17.9892840385437
Gen: 206 | Net_R: -0.28 | Avg_R: -0.14545650500389004 | Kid_avg_R: -0.434 | Gen_T: 16.989894151687622
Gen: 207 | Net_R: -0.12 | Avg_R: -0.14291085450350105 | Kid_avg_R: -0.42400000000000004 | Gen_T: 21.140003204345703
Gen: 208 | Net_R: -0.16 | Avg_R: -0.14461976905315094 | Kid_avg_R: -0.48199999999999993 | Gen_T: 18.480180263519287
Gen: 209 | Net_R: 0.0 | Avg_R: -0.13015779214783585 | Kid_avg_R: -0.5429999999999999 | Gen_T: 23.969895362854004
Gen: 210 | Net_R: -0.08 | Avg_R: -0.12514201293305227 | Kid_avg_R: -0.358 | Gen_T: 22.189295291900635
Gen: 211 | Net_R: -0.26 | Avg_R: -0.13862781163974705 | Kid_avg_R: -0.393 | Gen_T: 20.678952932357788
Gen: 212 | Net_R: -0.24 | Avg_R: -0.14876503047577236 | Kid_avg_R: -0.373 | Gen_T: 19.55015730857849
Gen: 213 | Net_R: 0.04 | Avg_R: -0.12988852742819512 | Kid_avg_R: -0.45 | Gen_T: 21.330445766448975
Gen: 214 | Net_R: -0.26 | Avg_R: -0.14289967468537562 | Kid_avg_R: -0.476 | Gen_T: 19.408663511276245
Gen: 215 | Net_R: -0.2 | Avg_R: -0.14860970721683808 | Kid_avg_R: -0.483 | Gen_T: 20.16002631187439
Gen: 216 | Net_R: -0.3 | Avg_R: -0.16374873649515428 | Kid_avg_R: -0.49899999999999994 | Gen_T: 17.998748064041138
Gen: 217 | Net_R: -0.3 | Avg_R: -0.17737386284563886 | Kid_avg_R: -0.4920000000000001 | Gen_T: 18.239248514175415
Gen: 218 | Net_R: -0.26 | Avg_R: -0.18563647656107496 | Kid_avg_R: -0.5319999999999998 | Gen_T: 18.930142164230347
Gen: 219 | Net_R: -0.24 | Avg_R: -0.19107282890496746 | Kid_avg_R: -0.398 | Gen_T: 16.5687038898468
Gen: 220 | Net_R: -0.32 | Avg_R: -0.20396554601447073 | Kid_avg_R: -0.374 | Gen_T: 20.360302925109863
Gen: 221 | Net_R: -0.16 | Avg_R: -0.19956899141302364 | Kid_avg_R: -0.5369999999999999 | Gen_T: 18.9588463306427
Gen: 222 | Net_R: -0.24 | Avg_R: -0.20361209227172128 | Kid_avg_R: -0.392 | Gen_T: 15.730365991592407
Gen: 223 | Net_R: -0.26 | Avg_R: -0.20925088304454914 | Kid_avg_R: -0.446 | Gen_T: 15.980111837387085
Gen: 224 | Net_R: -0.14 | Avg_R: -0.20232579474009424 | Kid_avg_R: -0.421 | Gen_T: 17.79855489730835
Gen: 225 | Net_R: -0.16 | Avg_R: -0.1980932152660848 | Kid_avg_R: -0.379 | Gen_T: 16.370388507843018
Gen: 226 | Net_R: -0.18 | Avg_R: -0.19628389373947633 | Kid_avg_R: -0.453 | Gen_T: 16.81056237220764
Gen: 227 | Net_R: -0.14 | Avg_R: -0.19065550436552872 | Kid_avg_R: -0.518 | Gen_T: 21.719403982162476
Gen: 228 | Net_R: -0.08 | Avg_R: -0.17958995392897587 | Kid_avg_R: -0.477 | Gen_T: 17.48992943763733
Gen: 229 | Net_R: -0.14 | Avg_R: -0.1756309585360783 | Kid_avg_R: -0.45600000000000007 | Gen_T: 16.559467792510986
Gen: 230 | Net_R: -0.22 | Avg_R: -0.18006786268247046 | Kid_avg_R: -0.506 | Gen_T: 18.220022439956665
Gen: 231 | Net_R: -0.28 | Avg_R: -0.19006107641422343 | Kid_avg_R: -0.508 | Gen_T: 17.230736255645752
Gen: 232 | Net_R: -0.24 | Avg_R: -0.1950549687728011 | Kid_avg_R: -0.483 | Gen_T: 16.48988652229309
Gen: 233 | Net_R: -0.12 | Avg_R: -0.187549471895521 | Kid_avg_R: -0.384 | Gen_T: 18.818420886993408
Gen: 234 | Net_R: -0.2 | Avg_R: -0.1887945247059689 | Kid_avg_R: -0.422 | Gen_T: 16.29895782470703
Gen: 235 | Net_R: -0.08 | Avg_R: -0.17791507223537203 | Kid_avg_R: -0.43699999999999994 | Gen_T: 17.24943208694458
Gen: 236 | Net_R: -0.1 | Avg_R: -0.17012356501183484 | Kid_avg_R: -0.417 | Gen_T: 17.359790563583374
Gen: 237 | Net_R: -0.18 | Avg_R: -0.17111120851065134 | Kid_avg_R: -0.442 | Gen_T: 15.770445585250854
Gen: 238 | Net_R: -0.22 | Avg_R: -0.1760000876595862 | Kid_avg_R: -0.45899999999999996 | Gen_T: 14.95976448059082
Gen: 239 | Net_R: -0.12 | Avg_R: -0.1704000788936276 | Kid_avg_R: -0.399 | Gen_T: 16.772188663482666
Gen: 240 | Net_R: -0.12 | Avg_R: -0.16536007100426486 | Kid_avg_R: -0.465 | Gen_T: 20.549188375473022
Gen: 241 | Net_R: -0.06 | Avg_R: -0.15482406390383838 | Kid_avg_R: -0.379 | Gen_T: 15.789433240890503
Gen: 242 | Net_R: -0.24 | Avg_R: -0.16334165751345453 | Kid_avg_R: -0.429 | Gen_T: 17.209917306900024
Gen: 243 | Net_R: -0.18 | Avg_R: -0.16500749176210908 | Kid_avg_R: -0.385 | Gen_T: 16.69819140434265
Gen: 244 | Net_R: -0.18 | Avg_R: -0.16650674258589815 | Kid_avg_R: -0.41800000000000004 | Gen_T: 16.540451049804688
Gen: 245 | Net_R: -0.46 | Avg_R: -0.19585606832730834 | Kid_avg_R: -0.43499999999999994 | Gen_T: 18.299853801727295
Gen: 246 | Net_R: -0.18 | Avg_R: -0.1942704614945775 | Kid_avg_R: -0.458 | Gen_T: 18.900402784347534
Gen: 247 | Net_R: -0.2 | Avg_R: -0.19484341534511973 | Kid_avg_R: -0.376 | Gen_T: 16.91950249671936
Gen: 248 | Net_R: -0.24 | Avg_R: -0.19935907381060775 | Kid_avg_R: -0.438 | Gen_T: 18.990238189697266
Gen: 249 | Net_R: -0.24 | Avg_R: -0.20342316642954697 | Kid_avg_R: -0.40599999999999997 | Gen_T: 20.279474020004272
Gen: 250 | Net_R: -0.42 | Avg_R: -0.2250808497865923 | Kid_avg_R: -0.336 | Gen_T: 15.84178900718689
Gen: 251 | Net_R: -0.22 | Avg_R: -0.22457276480793306 | Kid_avg_R: -0.45099999999999996 | Gen_T: 18.10746955871582
Gen: 252 | Net_R: -0.24 | Avg_R: -0.22611548832713976 | Kid_avg_R: -0.387 | Gen_T: 17.59086513519287
Gen: 253 | Net_R: -0.3 | Avg_R: -0.2335039394944258 | Kid_avg_R: -0.332 | Gen_T: 16.41910147666931
Gen: 254 | Net_R: -0.16 | Avg_R: -0.22615354554498324 | Kid_avg_R: -0.42000000000000004 | Gen_T: 17.66034698486328
Gen: 255 | Net_R: -0.46 | Avg_R: -0.24953819099048494 | Kid_avg_R: -0.409 | Gen_T: 19.40087127685547
Gen: 256 | Net_R: -0.22 | Avg_R: -0.24658437189143645 | Kid_avg_R: -0.522 | Gen_T: 19.523234367370605
Gen: 257 | Net_R: -0.2 | Avg_R: -0.2419259347022928 | Kid_avg_R: -0.379 | Gen_T: 19.4636332988739
Gen: 258 | Net_R: -0.4 | Avg_R: -0.2577333412320635 | Kid_avg_R: -0.40599999999999997 | Gen_T: 17.623154401779175
Gen: 259 | Net_R: -0.3 | Avg_R: -0.26196000710885714 | Kid_avg_R: -0.398 | Gen_T: 18.270089149475098
Gen: 260 | Net_R: -0.48 | Avg_R: -0.28376400639797145 | Kid_avg_R: -0.374 | Gen_T: 17.31814408302307
Gen: 261 | Net_R: -0.12 | Avg_R: -0.26738760575817433 | Kid_avg_R: -0.39999999999999997 | Gen_T: 15.56974744796753
Gen: 262 | Net_R: -0.16 | Avg_R: -0.2566488451823569 | Kid_avg_R: -0.29300000000000004 | Gen_T: 16.049813270568848
Gen: 263 | Net_R: -0.34 | Avg_R: -0.2649839606641212 | Kid_avg_R: -0.45600000000000007 | Gen_T: 15.929982900619507
Gen: 264 | Net_R: -0.32 | Avg_R: -0.2704855645977091 | Kid_avg_R: -0.305 | Gen_T: 18.039989471435547
Gen: 265 | Net_R: -0.26 | Avg_R: -0.2694370081379382 | Kid_avg_R: -0.42000000000000004 | Gen_T: 17.66940140724182
Gen: 266 | Net_R: -0.3 | Avg_R: -0.27249330732414434 | Kid_avg_R: -0.2719999999999999 | Gen_T: 14.699153900146484
Gen: 267 | Net_R: -0.24 | Avg_R: -0.26924397659172994 | Kid_avg_R: -0.316 | Gen_T: 16.149888515472412
Gen: 268 | Net_R: -0.22 | Avg_R: -0.264319578932557 | Kid_avg_R: -0.342 | Gen_T: 17.168437719345093
Gen: 269 | Net_R: -0.26 | Avg_R: -0.2638876210393013 | Kid_avg_R: -0.38300000000000006 | Gen_T: 16.52052092552185
Gen: 270 | Net_R: -0.22 | Avg_R: -0.25949885893537117 | Kid_avg_R: -0.347 | Gen_T: 17.079766988754272
Gen: 271 | Net_R: -0.28 | Avg_R: -0.26154897304183405 | Kid_avg_R: -0.40099999999999997 | Gen_T: 19.009535789489746
Gen: 272 | Net_R: -0.38 | Avg_R: -0.2733940757376506 | Kid_avg_R: -0.38799999999999996 | Gen_T: 18.499926805496216
Gen: 273 | Net_R: -0.34 | Avg_R: -0.2800546681638856 | Kid_avg_R: -0.384 | Gen_T: 17.679659605026245
Gen: 274 | Net_R: -0.14 | Avg_R: -0.26604920134749704 | Kid_avg_R: -0.32900000000000007 | Gen_T: 19.758748054504395
Gen: 275 | Net_R: -0.28 | Avg_R: -0.2674442812127474 | Kid_avg_R: -0.29400000000000004 | Gen_T: 17.820392608642578
Gen: 276 | Net_R: -0.1 | Avg_R: -0.25069985309147264 | Kid_avg_R: -0.3520000000000001 | Gen_T: 19.279158353805542
Gen: 277 | Net_R: -0.12 | Avg_R: -0.2376298677823254 | Kid_avg_R: -0.394 | Gen_T: 22.340269565582275
Gen: 278 | Net_R: -0.36 | Avg_R: -0.24986688100409285 | Kid_avg_R: -0.306 | Gen_T: 19.709250450134277
Gen: 279 | Net_R: -0.36 | Avg_R: -0.2608801929036836 | Kid_avg_R: -0.37499999999999994 | Gen_T: 17.999894618988037
Gen: 280 | Net_R: -0.44 | Avg_R: -0.2787921736133152 | Kid_avg_R: -0.392 | Gen_T: 18.698957204818726
Gen: 281 | Net_R: -0.28 | Avg_R: -0.2789129562519837 | Kid_avg_R: -0.404 | Gen_T: 15.75951600074768
Gen: 282 | Net_R: -0.22 | Avg_R: -0.27302166062678535 | Kid_avg_R: -0.30700000000000005 | Gen_T: 17.840068578720093
Gen: 283 | Net_R: -0.14 | Avg_R: -0.2597194945641068 | Kid_avg_R: -0.4640000000000001 | Gen_T: 18.19908857345581
Gen: 284 | Net_R: -0.4 | Avg_R: -0.27374754510769617 | Kid_avg_R: -0.308 | Gen_T: 15.850067853927612
Gen: 285 | Net_R: -0.58 | Avg_R: -0.30437279059692657 | Kid_avg_R: -0.337 | Gen_T: 15.580860376358032
Gen: 286 | Net_R: -0.32 | Avg_R: -0.305935511537234 | Kid_avg_R: -0.30399999999999994 | Gen_T: 18.388755083084106
Gen: 287 | Net_R: -0.2 | Avg_R: -0.2953419603835106 | Kid_avg_R: -0.27799999999999997 | Gen_T: 18.942182064056396
Gen: 288 | Net_R: -0.32 | Avg_R: -0.29780776434515954 | Kid_avg_R: -0.44799999999999995 | Gen_T: 18.358299016952515
Gen: 289 | Net_R: -0.32 | Avg_R: -0.30002698791064364 | Kid_avg_R: -0.42600000000000005 | Gen_T: 19.298678874969482
Gen: 290 | Net_R: -0.4 | Avg_R: -0.31002428911957924 | Kid_avg_R: -0.337 | Gen_T: 16.982447624206543
Gen: 291 | Net_R: -0.36 | Avg_R: -0.3150218602076213 | Kid_avg_R: -0.32999999999999996 | Gen_T: 16.176560163497925
Gen: 292 | Net_R: -0.28 | Avg_R: -0.3115196741868592 | Kid_avg_R: -0.384 | Gen_T: 19.06988286972046
Gen: 293 | Net_R: -0.3 | Avg_R: -0.31036770676817327 | Kid_avg_R: -0.369 | Gen_T: 17.70018243789673
Gen: 294 | Net_R: -0.3 | Avg_R: -0.309330936091356 | Kid_avg_R: -0.433 | Gen_T: 16.390439748764038
Gen: 295 | Net_R: -0.24 | Avg_R: -0.3023978424822204 | Kid_avg_R: -0.31500000000000006 | Gen_T: 19.258831024169922
Gen: 296 | Net_R: -0.22 | Avg_R: -0.2941580582339984 | Kid_avg_R: -0.356 | Gen_T: 14.089606285095215
Gen: 297 | Net_R: -0.26 | Avg_R: -0.2907422524105986 | Kid_avg_R: -0.37899999999999995 | Gen_T: 16.9682035446167
Gen: 298 | Net_R: -0.2 | Avg_R: -0.28166802716953876 | Kid_avg_R: -0.45499999999999996 | Gen_T: 18.410835027694702
Gen: 299 | Net_R: -0.34 | Avg_R: -0.28750122445258486 | Kid_avg_R: -0.262 | Gen_T: 14.279470682144165
Gen: 300 | Net_R: -0.1 | Avg_R: -0.2687511020073264 | Kid_avg_R: -0.32400000000000007 | Gen_T: 16.798653841018677
Gen: 301 | Net_R: -0.08 | Avg_R: -0.24987599180659376 | Kid_avg_R: -0.38899999999999996 | Gen_T: 17.55935764312744
Gen: 302 | Net_R: -0.24 | Avg_R: -0.24888839262593437 | Kid_avg_R: -0.324 | Gen_T: 15.280217409133911
Gen: 303 | Net_R: -0.06 | Avg_R: -0.22999955336334094 | Kid_avg_R: -0.314 | Gen_T: 17.750030994415283
Gen: 304 | Net_R: 0.18 | Avg_R: -0.18899959802700686 | Kid_avg_R: -0.30100000000000005 | Gen_T: 21.92983603477478
Gen: 305 | Net_R: 0.0 | Avg_R: -0.17009963822430618 | Kid_avg_R: -0.267 | Gen_T: 17.119343280792236
Gen: 306 | Net_R: -0.04 | Avg_R: -0.15708967440187557 | Kid_avg_R: -0.28900000000000003 | Gen_T: 17.139051914215088
Gen: 307 | Net_R: -0.3 | Avg_R: -0.17138070696168803 | Kid_avg_R: -0.279 | Gen_T: 17.998971462249756
Gen: 308 | Net_R: 0.06 | Avg_R: -0.14824263626551923 | Kid_avg_R: -0.36299999999999993 | Gen_T: 16.639447450637817
Gen: 309 | Net_R: 0.0 | Avg_R: -0.1334183726389673 | Kid_avg_R: -0.317 | Gen_T: 17.930814504623413
Gen: 310 | Net_R: -0.1 | Avg_R: -0.13007653537507058 | Kid_avg_R: -0.306 | Gen_T: 19.539296865463257
Gen: 311 | Net_R: 0.08 | Avg_R: -0.10906888183756352 | Kid_avg_R: -0.311 | Gen_T: 19.680280685424805
Gen: 312 | Net_R: 0.02 | Avg_R: -0.09616199365380718 | Kid_avg_R: -0.322 | Gen_T: 17.750113010406494
Gen: 313 | Net_R: -0.08 | Avg_R: -0.09454579428842647 | Kid_avg_R: -0.23800000000000004 | Gen_T: 17.45118808746338
Gen: 314 | Net_R: 0.04 | Avg_R: -0.08109121485958382 | Kid_avg_R: -0.38 | Gen_T: 17.86092782020569
Gen: 315 | Net_R: -0.14 | Avg_R: -0.08698209337362543 | Kid_avg_R: -0.38199999999999995 | Gen_T: 17.687209367752075
Gen: 316 | Net_R: -0.04 | Avg_R: -0.0822838840362629 | Kid_avg_R: -0.31800000000000006 | Gen_T: 18.940040826797485
Gen: 317 | Net_R: 0.0 | Avg_R: -0.07405549563263661 | Kid_avg_R: -0.399 | Gen_T: 19.599224090576172
Gen: 318 | Net_R: -0.22 | Avg_R: -0.08864994606937296 | Kid_avg_R: -0.35 | Gen_T: 17.629312753677368
Gen: 319 | Net_R: -0.2 | Avg_R: -0.09978495146243567 | Kid_avg_R: -0.354 | Gen_T: 15.961119413375854
Gen: 320 | Net_R: 0.06 | Avg_R: -0.0838064563161921 | Kid_avg_R: -0.23400000000000004 | Gen_T: 16.859627723693848
Gen: 321 | Net_R: -0.1 | Avg_R: -0.08542581068457289 | Kid_avg_R: -0.255 | Gen_T: 17.770540475845337
Gen: 322 | Net_R: -0.14 | Avg_R: -0.0908832296161156 | Kid_avg_R: -0.32 | Gen_T: 16.30863308906555
Gen: 323 | Net_R: 0.06 | Avg_R: -0.07579490665450403 | Kid_avg_R: -0.31 | Gen_T: 16.479790449142456
Gen: 324 | Net_R: 0.0 | Avg_R: -0.06821541598905363 | Kid_avg_R: -0.26199999999999996 | Gen_T: 17.92928385734558
Gen: 325 | Net_R: -0.04 | Avg_R: -0.06539387439014827 | Kid_avg_R: -0.192 | Gen_T: 16.858920335769653
Gen: 326 | Net_R: -0.02 | Avg_R: -0.06085448695113344 | Kid_avg_R: -0.23400000000000004 | Gen_T: 17.00057864189148
Gen: 327 | Net_R: 0.18 | Avg_R: -0.0367690382560201 | Kid_avg_R: -0.251 | Gen_T: 17.509955167770386
Gen: 328 | Net_R: 0.12 | Avg_R: -0.021092134430418092 | Kid_avg_R: -0.288 | Gen_T: 18.589314699172974
Gen: 329 | Net_R: 0.0 | Avg_R: -0.018982920987376282 | Kid_avg_R: -0.28400000000000003 | Gen_T: 18.069234132766724
Gen: 330 | Net_R: -0.08 | Avg_R: -0.025084628888638653 | Kid_avg_R: -0.23699999999999996 | Gen_T: 16.420071363449097
Gen: 331 | Net_R: 0.0 | Avg_R: -0.02257616599977479 | Kid_avg_R: -0.248 | Gen_T: 18.13080406188965
Gen: 332 | Net_R: 0.14 | Avg_R: -0.0063185493997973095 | Kid_avg_R: -0.27199999999999996 | Gen_T: 18.710060358047485
Gen: 333 | Net_R: 0.14 | Avg_R: 0.008313305540182423 | Kid_avg_R: -0.24699999999999997 | Gen_T: 18.78997564315796
Gen: 334 | Net_R: -0.16 | Avg_R: -0.00851802501383582 | Kid_avg_R: -0.294 | Gen_T: 18.818361520767212
Gen: 335 | Net_R: 0.08 | Avg_R: 0.0003337774875477621 | Kid_avg_R: -0.283 | Gen_T: 18.78992486000061
Gen: 336 | Net_R: -0.02 | Avg_R: -0.0016996002612070142 | Kid_avg_R: -0.33100000000000007 | Gen_T: 19.04192805290222
Gen: 337 | Net_R: 0.02 | Avg_R: 0.00047035976491368713 | Kid_avg_R: -0.40700000000000003 | Gen_T: 18.348636865615845
Gen: 338 | Net_R: -0.08 | Avg_R: -0.007576676211577682 | Kid_avg_R: -0.365 | Gen_T: 16.729170322418213
Gen: 339 | Net_R: -0.12 | Avg_R: -0.018819008590419913 | Kid_avg_R: -0.26599999999999996 | Gen_T: 17.85959529876709
Gen: 340 | Net_R: 0.02 | Avg_R: -0.014937107731377923 | Kid_avg_R: -0.275 | Gen_T: 15.939906358718872
Gen: 341 | Net_R: -0.14 | Avg_R: -0.027443396958240135 | Kid_avg_R: -0.30700000000000005 | Gen_T: 16.730037212371826
Gen: 342 | Net_R: -0.2 | Avg_R: -0.04469905726241613 | Kid_avg_R: -0.30300000000000005 | Gen_T: 17.319479942321777
Gen: 343 | Net_R: -0.08 | Avg_R: -0.04822915153617452 | Kid_avg_R: -0.34199999999999997 | Gen_T: 16.650110960006714
Gen: 344 | Net_R: -0.18 | Avg_R: -0.06140623638255707 | Kid_avg_R: -0.296 | Gen_T: 15.819330215454102
Gen: 345 | Net_R: -0.22 | Avg_R: -0.07726561274430137 | Kid_avg_R: -0.26 | Gen_T: 16.92011523246765
Gen: 346 | Net_R: -0.12 | Avg_R: -0.08153905146987123 | Kid_avg_R: -0.29399999999999993 | Gen_T: 16.98088002204895
Gen: 347 | Net_R: -0.24 | Avg_R: -0.09738514632288411 | Kid_avg_R: -0.23500000000000001 | Gen_T: 17.57965850830078
Gen: 348 | Net_R: -0.06 | Avg_R: -0.09364663169059571 | Kid_avg_R: -0.27099999999999996 | Gen_T: 18.590035676956177
Gen: 349 | Net_R: -0.1 | Avg_R: -0.09428196852153614 | Kid_avg_R: -0.277 | Gen_T: 17.513458728790283
Gen: 350 | Net_R: 0.12 | Avg_R: -0.07285377166938253 | Kid_avg_R: -0.458 | Gen_T: 18.3163161277771
Gen: 351 | Net_R: 0.22 | Avg_R: -0.04356839450244428 | Kid_avg_R: -0.3309999999999999 | Gen_T: 18.07983160018921
Gen: 352 | Net_R: -0.04 | Avg_R: -0.043211555052199854 | Kid_avg_R: -0.36500000000000005 | Gen_T: 19.01786184310913
Gen: 353 | Net_R: 0.04 | Avg_R: -0.03489039954697987 | Kid_avg_R: -0.29100000000000004 | Gen_T: 17.309760808944702
Gen: 354 | Net_R: -0.14 | Avg_R: -0.04540135959228188 | Kid_avg_R: -0.3 | Gen_T: 17.439350366592407
Gen: 355 | Net_R: 0.02 | Avg_R: -0.03886122363305369 | Kid_avg_R: -0.24600000000000008 | Gen_T: 16.20091676712036
Gen: 356 | Net_R: 0.02 | Avg_R: -0.03297510126974832 | Kid_avg_R: -0.402 | Gen_T: 18.489462852478027
Gen: 357 | Net_R: -0.06 | Avg_R: -0.03567759114277349 | Kid_avg_R: -0.34099999999999997 | Gen_T: 19.489721536636353
Gen: 358 | Net_R: -0.04 | Avg_R: -0.036109832028496144 | Kid_avg_R: -0.236 | Gen_T: 16.11978578567505
Gen: 359 | Net_R: -0.02 | Avg_R: -0.034498848825646536 | Kid_avg_R: -0.349 | Gen_T: 19.759540796279907
Gen: 360 | Net_R: -0.18 | Avg_R: -0.04904896394308188 | Kid_avg_R: -0.28900000000000003 | Gen_T: 17.80929708480835
Gen: 361 | Net_R: -0.18 | Avg_R: -0.06214406754877369 | Kid_avg_R: -0.29300000000000004 | Gen_T: 16.679701566696167
Gen: 362 | Net_R: 0.0 | Avg_R: -0.05592966079389632 | Kid_avg_R: -0.257 | Gen_T: 16.730069398880005
Gen: 363 | Net_R: -0.2 | Avg_R: -0.0703366947145067 | Kid_avg_R: -0.225 | Gen_T: 18.160210609436035
Gen: 364 | Net_R: 0.0 | Avg_R: -0.06330302524305603 | Kid_avg_R: -0.231 | Gen_T: 17.280232191085815
Gen: 365 | Net_R: 0.1 | Avg_R: -0.04697272271875043 | Kid_avg_R: -0.23600000000000004 | Gen_T: 17.86003041267395
Gen: 366 | Net_R: 0.12 | Avg_R: -0.03027545044687539 | Kid_avg_R: -0.2750000000000001 | Gen_T: 17.93082618713379
Gen: 367 | Net_R: 0.18 | Avg_R: -0.009247905402187853 | Kid_avg_R: -0.23500000000000001 | Gen_T: 19.36939549446106
Gen: 368 | Net_R: 0.0 | Avg_R: -0.008323114861969069 | Kid_avg_R: -0.188 | Gen_T: 17.058974981307983
Gen: 369 | Net_R: -0.12 | Avg_R: -0.01949080337577216 | Kid_avg_R: -0.22200000000000003 | Gen_T: 16.459784269332886
Gen: 370 | Net_R: 0.0 | Avg_R: -0.017541723038194946 | Kid_avg_R: -0.337 | Gen_T: 19.939862966537476
Gen: 371 | Net_R: 0.04 | Avg_R: -0.01178755073437545 | Kid_avg_R: -0.23899999999999996 | Gen_T: 18.139411211013794
Gen: 372 | Net_R: 0.04 | Avg_R: -0.006608795660937906 | Kid_avg_R: -0.198 | Gen_T: 18.059627771377563
Gen: 373 | Net_R: -0.08 | Avg_R: -0.013947916094844116 | Kid_avg_R: -0.23600000000000004 | Gen_T: 17.559778213500977
Gen: 374 | Net_R: -0.2 | Avg_R: -0.03255312448535971 | Kid_avg_R: -0.23500000000000001 | Gen_T: 16.7200448513031
Gen: 375 | Net_R: 0.12 | Avg_R: -0.017297812036823738 | Kid_avg_R: -0.22399999999999998 | Gen_T: 18.750039100646973
Gen: 376 | Net_R: -0.02 | Avg_R: -0.017568030833141367 | Kid_avg_R: -0.19999999999999998 | Gen_T: 18.100003719329834
Gen: 377 | Net_R: -0.08 | Avg_R: -0.023811227749827232 | Kid_avg_R: -0.23100000000000004 | Gen_T: 16.980123281478882
Gen: 378 | Net_R: -0.1 | Avg_R: -0.03143010497484451 | Kid_avg_R: -0.172 | Gen_T: 16.278669357299805
Gen: 379 | Net_R: -0.16 | Avg_R: -0.04428709447736006 | Kid_avg_R: -0.163 | Gen_T: 16.199321508407593
Gen: 380 | Net_R: -0.14 | Avg_R: -0.05385838502962406 | Kid_avg_R: -0.26199999999999996 | Gen_T: 17.010417699813843
Gen: 381 | Net_R: -0.1 | Avg_R: -0.05847254652666166 | Kid_avg_R: -0.273 | Gen_T: 15.450026988983154
Gen: 382 | Net_R: -0.2 | Avg_R: -0.0726252918739955 | Kid_avg_R: -0.277 | Gen_T: 19.180171966552734
Gen: 383 | Net_R: 0.04 | Avg_R: -0.06136276268659595 | Kid_avg_R: -0.189 | Gen_T: 17.339189052581787
Gen: 384 | Net_R: -0.16 | Avg_R: -0.07122648641793636 | Kid_avg_R: -0.366 | Gen_T: 17.3410484790802
Gen: 385 | Net_R: 0.04 | Avg_R: -0.06010383777614273 | Kid_avg_R: -0.164 | Gen_T: 17.84791922569275
Gen: 386 | Net_R: 0.08 | Avg_R: -0.046093453998528454 | Kid_avg_R: -0.254 | Gen_T: 19.350127935409546
Gen: 387 | Net_R: 0.06 | Avg_R: -0.03548410859867561 | Kid_avg_R: -0.369 | Gen_T: 18.68955945968628
Gen: 388 | Net_R: 0.36 | Avg_R: 0.004064302261191949 | Kid_avg_R: -0.301 | Gen_T: 17.379945278167725
Gen: 389 | Net_R: 0.16 | Avg_R: 0.019657872035072754 | Kid_avg_R: -0.246 | Gen_T: 15.868069410324097
Gen: 390 | Net_R: 0.3 | Avg_R: 0.04769208483156548 | Kid_avg_R: -0.312 | Gen_T: 17.189824104309082
Gen: 391 | Net_R: 0.04 | Avg_R: 0.04692287634840893 | Kid_avg_R: -0.327 | Gen_T: 17.179276943206787
Gen: 392 | Net_R: -0.14 | Avg_R: 0.028230588713568035 | Kid_avg_R: -0.25199999999999995 | Gen_T: 16.37857222557068
Gen: 393 | Net_R: -0.2 | Avg_R: 0.005407529842211229 | Kid_avg_R: -0.21400000000000002 | Gen_T: 14.920379877090454
Gen: 394 | Net_R: -0.18 | Avg_R: -0.013133223142009893 | Kid_avg_R: -0.281 | Gen_T: 16.879228591918945
Gen: 395 | Net_R: -0.04 | Avg_R: -0.015819900827808903 | Kid_avg_R: -0.252 | Gen_T: 17.10940670967102
Gen: 396 | Net_R: 0.02 | Avg_R: -0.012237910745028013 | Kid_avg_R: -0.36300000000000004 | Gen_T: 15.06094241142273
Gen: 397 | Net_R: -0.36 | Avg_R: -0.04701411967052521 | Kid_avg_R: -0.334 | Gen_T: 16.45844054222107
Gen: 398 | Net_R: 0.06 | Avg_R: -0.036312707703472696 | Kid_avg_R: -0.24100000000000005 | Gen_T: 18.2609224319458
Gen: 399 | Net_R: -0.04 | Avg_R: -0.03668143693312542 | Kid_avg_R: -0.333 | Gen_T: 19.498243808746338
Gen: 400 | Net_R: -0.02 | Avg_R: -0.035013293239812886 | Kid_avg_R: -0.36400000000000005 | Gen_T: 17.09212350845337
Gen: 401 | Net_R: -0.06 | Avg_R: -0.03751196391583159 | Kid_avg_R: -0.30000000000000004 | Gen_T: 18.977739334106445
Gen: 402 | Net_R: -0.08 | Avg_R: -0.041760767524248434 | Kid_avg_R: -0.203 | Gen_T: 18.919005393981934
Gen: 403 | Net_R: -0.08 | Avg_R: -0.04558469077182359 | Kid_avg_R: -0.298 | Gen_T: 15.639965295791626
Gen: 404 | Net_R: -0.02 | Avg_R: -0.04302622169464123 | Kid_avg_R: -0.246 | Gen_T: 15.709331750869751
Gen: 405 | Net_R: -0.08 | Avg_R: -0.04672359952517711 | Kid_avg_R: -0.29500000000000004 | Gen_T: 18.21993088722229
Gen: 406 | Net_R: -0.18 | Avg_R: -0.0600512395726594 | Kid_avg_R: -0.32499999999999996 | Gen_T: 17.738717317581177
